Links ,Claims,Date,Source,Year,Frequented Topics,Overarching Themes
https://www.indiatoday.in//fact-check/story/mixing-lemon-baking-soda-tea-wont-kill-coronavirus-1687315-2020-06-09," Video shows damages caused in Digha, West Bengal, just before the landfall of Cyclone Amphan",21-May-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/this-is-not-an-israeli-soldier-killing-palestinian-boy-1687295-2020-06-09, Video shows an overcrowded Madina market in Hyderabad where people are shopping for Eid,21-May-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-old-video-people-punching-trump-dummy-1687170-2020-06-09, Rahul Gandhi’s interaction with migrants at Delhi’s Sukhdev Vihar was staged,21-May-20,India Today,2020,Rahul Gandhi,Politicians 
https://thelogicalindian.com//fact-check/priyanka-gandhi-vadra-kumbh-mela-migrants-up-yogi-adityanath-21211,An image showing hundreds of buses standing in a row on a highway started doing the rounds on social media claiming that these are the buses Priyanka Gandhi arranged for the migrants,21-May-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/social-distancing-covid-19-up-migrants-21210,The Logical Indian Fact Check Team investigates the claim that social distancing norms were disregarded in Uttar Pradesh as migrants were denied entry into the state,21-May-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/fox-news-clip-about-trump-testing-positive-for-covid-19-is-doctored-8168,Videos claim to show the funeral procession of actor Rishi Kapoor,20-May-20,Boom Live ,2020,,
https://thelogicalindian.com//fact-check/hand-sanitizer-covid-19-coronavirus-pandemic-21198,The Logical Indian Fact Check team investigates the claim that hand sanitizers slowly become less effective after their expiration date,20-May-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/fact-check-did-sp-leader-abu-azmis-supporters-chant-pakistan-zindabad-at-mumbai-railway-station-21195,The Logical Indian Fact check team investigates the claim that supporters of Samajwadi Party leader Abu Azmi chanted 'Pakistan Zindabad' at Mumbai Railway Station,20-May-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/surgical-masks-covid-19-21191,According to the graphic the coloured side of the mask should be worn on the outside when one is sick and the white side (the filter part) should be on the outside when one is healthy,20-May-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/video-from-bangladesh-shared-as-distressed-muslims-in-bengal-8160,Naseeruddin Shah hospitalised after being ill for many days,19-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/2019-pic-peddled-as-buses-organised-by-priyanka-gandhi-vadra-for-migrants-8156,Video shows the last footage of actor Rishi Kapoor before he passed away.,19-May-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/story/unrelated-images-go-viral-as-scenes-from-100-year-old-spanish-flu-pandemic-1686932-2020-06-08, Picture of woman cycling with a baby tied on her back shows the plight of migrants during the lockdown,19-May-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-no-brahmins-did-not-cut-off-girl-tongue-uttar-pradesh-stop-coronavirus-1686653-2020-06-08, Renowned cardiac surgeon Dr Devi Shetty has issued a list of 22 suggestions to be followed for one year to protect oneself against coronavirus,19-May-20,India Today,2020,Coronavirus,Covid 19
https://thelogicalindian.com//fact-check/tiranga-virus-tomato-maharashtra-coronavirus-covid-19-21170,"During the broadcast, a TV9 Bharatvarsh anchor can be heard saying that there is a new virus, a more dangerous version of Coronavirus",19-May-20,Logical Indian,2020,Coronavirus,Covid 19
https://thelogicalindian.com//fact-check/bangladesh-viral-video-migrant-worker-21168,The Logical Indian Fact check team investigates the claim that a viral video shows migrant worker travelling back home amid lockdown,19-May-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/no-pakistan-zindabad-was-not-chanted-in-mumbai-8136,Video Shows Lockdown Violation In Delhi’s Daryaganj Near A Mosque,18-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/video-of-kenyan-skit-on-covid-19-peddled-with-rohingya-muslim-spin-8143,Photo shows Hindu woman in Kerala thrashed by Christian missionaries and Muslims,18-May-20,Boom Live ,2020,Muslim,Anti-Muslim
https://www.indiatoday.in//fact-check/story/pic-of-mm-joshi-offering-sweets-to-pm-modi-has-no-link-to-ram-temple-1686539-2020-06-07, Video of Muslim women stealing food items from a supermarket during Ramadan,18-May-20,India Today,2020,Muslim,Anti-Muslim
https://www.indiatoday.in//fact-check/video/did-this-man-kill-pregnant-elephant-in-kerala-1686431-2020-06-07," Viral picture shows 1,000 buses arranged by Priyanka Gandhi in Uttar Pradesh to bring migrants home",18-May-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-no-delhi-public-school-is-not-selling-masks-to-students-1686302-2020-06-06," In this video from Rajasthan, a woman narrates how Hindus were attacked by Muslims and police did not help them",18-May-20,India Today,2020,Muslim,Anti-Muslim
https://thelogicalindian.com//fact-check/smriti-irani-trolled-80-crore-families-21164,"Smriti Irani was mercilessly trolled online when her statement was mistranslated by the news channel, Aaj Tak",18-May-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/congress-tweets-dated-video-of-man-eating-leftovers-from-railway-tracks-8128,Images show residents of Howrah breaking lockdown and attacking the police.,17-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/video-of-robbery-shared-as-migrants-attacking-for-money-in-delhi-8126,Photo shows final moments of actor Irrfan Khan,17-May-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-three-year-old-photo-goes-viral-linking-it-to-present-migrant-crisis-1686292-2020-06-06, Picture of Donald Trump shaking hands with Osama Bin Laden,17-May-20,India Today,2020,Donald Trump,Politicians 
https://thelogicalindian.com//fact-check/fact-checkspecial-trains-sharmik-migrants-worker-lockdown-overcrowded-21138,The Logical Indian Fact Check Team investigates the claim that an overcrowded train carried migrants from Mumbai to West Bengal,17-May-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/piyush-goyal-starvation-covid19-pandemic-lockdown-21134,"“We have gone through the entire three months without a single person starving,"" said Union Railways Minister Piyush Goyal",17-May-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/tv9-bharatvarsh-falsely-links-mystery-virus-in-tomatoes-to-coronavirus-8125,Image shows Mizorams street market practicing social distancing,16-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/no-this-video-does-not-show-migrants-gathered-at-uttar-pradesh-border-8115,Video Shows Waris Pathan Arguing With Police To Let A Mosque Remain Open During The Lockdown,16-May-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/video/fact-check-did-protestors-storm-the-white-house-in-the-us-1686261-2020-06-06, Video of Muslim brutalities on Hindus in Hooghly district of West Bengal,16-May-20,India Today,2020,Muslim,Anti-Muslim
https://www.indiatoday.in//fact-check/story/fact-check-did-jyotiraditya-scindia-remove-bjp-from-his-twitter-bio-1686249-2020-06-06," According to Twitter handle “India TV”, Jyotiraditya Scindia is on his way out of BJP",16-May-20,India Today,2020,BJP,Politicians 
https://www.boomlive.in/fake-news/video-of-a-leopard-spotted-on-hyderabad-road-viral-as-mumbai-8107,"The RBI has written of fugitives loans worth Rs. 68,000 crore",15-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/video-from-bangladesh-peddled-as-shramik-train-for-migrants-8101,TikTok has been banned in the United States of America.,15-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/video-of-a-robbery-in-delhi-peddled-with-false-claims-about-migrants-8100,Audio Clip Of Narendra Modi Singing Katyayani Mantra,15-May-20,Boom Live ,2020,Narendra Modi,Politicians 
https://www.indiatoday.in//fact-check/story/fact-check-this-picture-of-couple-kissing-was-not-taken-during-george-floyd-protests-1686027-2020-06-05," According to Alibaba Group co-founder Jack Ma, 2020 is the year of staying alive and not a time to dream or plan",15-May-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-this-man-is-not-the-killer-of-pregnant-elephant-in-kerala-1685569-2020-06-04, Picture shows Bill Gates and White House health advisor Dr Anthony Fauci violating social distancing norms and not wearing masks,15-May-20,India Today,2020,,
https://thelogicalindian.com//fact-check/delhi-lockdown-muslim-namaz-covid-19-21107,The Logical Indian Fact Check team investigates the claim that Muslims in Delhi violated the lockdown norms to pray offer namaz on road,15-May-20,Logical Indian,2020,Muslim,Anti-Muslim
https://thelogicalindian.com//fact-check/malaysia-mold-leather-good-malls-lockdown-covid-19-21103,The Logical Indian Fact check team investigates the claim that the viral photos showing mould on leather goods is from India,15-May-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/video-of-woman-with-infant-travelling-between-train-bogies-not-from-india-8093,Candid photo of Sonia Gandhi dancing at a bar,14-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/images-of-violence-in-pakistan-shared-as-west-bengals-riot-hit-telinipara-8086,Owner of Joyalukkas group dies due to coronavirus.,14-May-20,Boom Live ,2020,Coronavirus,Covid 19
https://www.boomlive.in/fake-news/march-20-video-peddled-as-muslims-violating-lockdown-to-offer-namaz-8085,Central Government will move to reduce the retirement age of its employees from 60 to 50.,14-May-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-seven-month-old-video-goes-viral-linking-it-to-cyclone-nisarga-1685235-2020-06-03," Muslims offering namaaz in Patparganj, Delhi, violating Covid-19 lockdown rules",14-May-20,India Today,2020,Covid-19,Covid 19
https://www.indiatoday.in//fact-check/story/fact-check-japanese-nobel-laureate-never-said-china-manufactured-coronavirus-1685206-2020-06-03, This is how houses of Dalit Hindus are being burnt in Telinipara in West Bengal’s Hooghly district,14-May-20,India Today,2020,,
https://thelogicalindian.com//fact-check/vizag-gas-leak-covid-19-viral-video-21088,The Logical Indian Fact Check team investigates the claim that viral video shows Indians infected with COVID-19 lying unconscious on roads,14-May-20,Logical Indian,2020,Covid-19,Covid 19
https://thelogicalindian.com//fact-check/dalit-west-bengal-pakistan-hindu-muslim-21082,The Logical Indian Fact Check team investigates the claim that houses of Dalit Hindus are being burnt in Telinipara in West Bengal’s Hooghly district,14-May-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/minor-gang-raped-rajasthan-tonk-police-21077,The Logical Indian Fact Check team investigates the claim that a viral image shows the minor who was gang-raped in Rajasthan’s Tonk,14-May-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/photos-of-mould-on-leather-goods-in-malaysian-store-viral-as-india-8072,"The viral post claims that inspired by the Palghar lynching, a seer has been attacked in Hoshiarpur of Punjab",13-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/video-of-covid-19-mock-drill-in-colombia-shared-as-true-incident-8071,"Photo Shows In Andra Pradeshs Kurnool Medical College, Local MLA Hafiz Khan Forced A Nurse To Touch The Feet Of A Muslim And Say Sorry",13-May-20,Boom Live ,2020,Muslim,Anti-Muslim
https://www.boomlive.in/fake-news/viral-message-on-roadmap-to-ease-covid-19-restrictions-not-from-india-8065,Video shows students in the US sang the Indian national anthem to thank India for supplying hydroxychloroquine,13-May-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/video/did-158-indian-soldiers-die-in-an-attack-by-the-chinese-army-recently-1685130-2020-06-03, Angry people pelted stones at the convoy of Bihar chief minister Nitish Kumar amid lockdown,13-May-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-old-image-from-spain-goes-viral-as-corona-protests-against-trump-us-1684799-2020-06-02, A priest at Vrindavan’s Imlitala temple was brutally assaulted; Bangladeshis suspected to be among the attackers,13-May-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-did-a-us-city-deploy-child-soldiers-to-quell-protests-over-george-floyd-s-death-1684554-2020-06-02, Video of Prime Minister Narendra Modi preparing for his Tuesday speech,13-May-20,India Today,2020,Narendra Modi,Politicians 
https://thelogicalindian.com//fact-check/rohingya-muslim-migrant-worker-lockdown-congress-21071,"The photo was found in a report by Pressenza an International News Agency, published back in 2017",13-May-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/hindu-priest-vrindavan-communal-21069,The Logical Indian Fact Check team investigates the claim that a priest in Vrindavan was brutally attacked by two Bangladeshi Muslims for communal reasons,13-May-20,Logical Indian,2020,Muslim,Anti-Muslim
https://thelogicalindian.com//fact-check/telangana-government-ramadan-gifts-muslims-lockdown-21067,The Logical Indian Fact check team investigates the claim that the Telangana government is distributing Ramadan gifts to Muslims amid lockdown,13-May-20,Logical Indian,2020,Muslim,Anti-Muslim
https://thelogicalindian.com//fact-check/dr-devi-shetty-icmr-precautionary-steps-covid-19-21058,The Logical Indian Fact Check team investigates the claim that Dr Devi Shetty and ICMR has advised a list of over 22 precautionary steps against COVID-19 for the next year,13-May-20,Logical Indian,2020,Covid-19,Covid 19
https://thelogicalindian.com//fact-check/bill-gates-coronavirus-vaccine-crop-circle-microsoft-21056,"The Logical Indian Fact check team investigates the claim that a recent crop circle resembling a logo for Microsoft Windows and the ""crown"" shape associated with coronaviruses hints at a link between Bill Gates and the virus",13-May-20,Logical Indian,2020,Coronavirus,Covid 19
https://www.boomlive.in/fake-news/photo-of-rohingya-muslims-shared-as-plight-of-migrants-in-lockdown-8062,Video Show The Dawah Group Is littered With Dead Bodies Inside Their Own Apartments,12-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/sudarshan-news-editor-makes-false-claim-of-ramzan-gift-packs-in-telangana-8056,Post claims that Delhi government has banned azaan from mosques during the holy month of Ramzaan,12-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/attack-on-hindu-priest-in-vrindavan-peddled-with-false-communal-claims-8053,Metadata of video shows it was shot before the incident is claimed to happen.,12-May-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-no-protesters-didn-t-storm-white-house-against-george-floyd-s-death-us-1684470-2020-06-01, The Telangana government is distributing Ramadan gifts to Muslims during lockdown,12-May-20,India Today,2020,Muslim,Anti-Muslim
https://www.indiatoday.in//fact-check/story/fact-check-viral-claim-of-china-killing-158-indian-jawans-is-a-three-year-old-fake-1683934-2020-05-31, Labourers from Bihar were thrashed by policemen during lockdown,12-May-20,India Today,2020,,
https://thelogicalindian.com//fact-check/google-loc-india-map-pok-pakistan-jammu-and-kashmir-border-imd-21049,The Logical Indian Fact check team investigates the claim that Google has removed LoC from India’s map,12-May-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/deer-lockdown-beach-odisha-covid-19-21048,The Logical Indian Fact Check team investigates the claim that a deer was spotted on the sea beach near Chandrabhaga on Puri-Konark Marine Drive road during lockdown,12-May-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/video-of-migrant-workers-at-delhis-anand-vihar-shared-as-mumbai-8048,Post Claims Interview Of HDFC Bank MD Aditya Puri About Why India Will Survive COVID-19 And Make It Big,11-May-20,Boom Live ,2020,Covid-19,Covid 19
https://www.boomlive.in/fake-news/false-300-positive-covid-19-cases-in-jaipur-after-smoking-chillum-8039,Photo shows mother infected with COVID-19 with her child before she dies,11-May-20,Boom Live ,2020,Covid-19,Covid 19
https://www.indiatoday.in//fact-check/story/fact-check-pics-of-pre-wedding-shoot-go-viral-as-corona-patient-in-love-with-doctor-1683809-2020-05-30," Video of violent protests in Surat, Gujarat, where people are demanding that they be either provided ration or be shot dead",11-May-20,India Today,2020,Protest ,Protests
https://www.indiatoday.in//fact-check/video/fact-check-can-bottle-of-sanitiser-cause-fire-in-car-1683655-2020-05-30," According to WHO, no vegetarian has been affected by coronavirus because it needs animal fat in the body to survive",11-May-20,India Today,2020,Coronavirus,Covid 19
https://www.indiatoday.in//fact-check/story/fact-check-old-images-of-us-forest-fires-passed-off-as-crisis-in-uttarakhand-1683298-2020-05-29, Italian luxury fashion brand Prada is making bags for corpses,11-May-20,India Today,2020,,
https://thelogicalindian.com//fact-check/air-india-social-distancing-norms-passengers-21035,The Logical Indian fact check team investigates the claim that Air India flouted social distancing norms and charged passengers three times the usual fare,11-May-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/amit-shah-twitter-cancer-21024,The Logical Indian Fact check team investigates the claim that Amit Shah tweeted that he has been diagnosed with cancer,11-May-20,Logical Indian,2020,Amit Shah,Politicians 
https://www.boomlive.in/fake-news/2019-video-peddled-as-railway-cop-asking-migrants-for-a-bribe-8037,No Hindu Among Those Arrested In Palghar Lynching Incident: Maharashtra Home Minister Anil Deshmukh,10-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/did-google-maps-remove-the-loc-between-india-and-pakistan-a-fact-check-8035,Key Takeaways From IMF Webinar Chaired By Raghuram Rajan,10-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/video-of-dmk-leader-assaulting-woman-revived-as-attack-on-doctor-8032,"Image shows screenshot of a tweet by Javed Jaaferi, where he defends Muslim fruit and vegetable vendors who spit on food items before selling.",10-May-20,Boom Live ,2020,Muslim,Anti-Muslim
https://www.indiatoday.in//fact-check/story/fact-check-old-picture-of-chinese-aggression-passed-off-as-recent-crisis-in-ladakh-1682836-2020-05-28, Google has removed LoC from India’s map,10-May-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-why-you-should-never-leave-hand-sanitiser-bottle-your-car-1682594-2020-05-27," Prolonged use of mask causes hypoxia, oxygen deficiency, fatigue and loss of reflexes",10-May-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-did-justin-trudeau-against-islamophobia-year-eid-messag-1682271-2020-05-27, A pride of lions was sighted at Dhaula Kuan near Delhi Cantonment during the lockdown,10-May-20,India Today,2020,,
https://thelogicalindian.com//fact-check/migrant-workers-tickets-travel-train-central-government-state-government-21015,The Logical Indian Fact Check team investigates the claim that the central and state governments are paying for free travel of migrants,10-May-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/mumbai-pune-lockdown-military-21008,The Logical Indian Fact Check team investigates the claim that Entire Mumbai and Pune will be under Military lockdown for 10 days,10-May-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/bill-gates-vaccine-covid-19-bill-melinda-gates-foundation-21007,A graphic has been going around that claims to show a “Center for Global Human Population Reduction” affiliated with the Bill & Melinda Gates Foundation,10-May-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/migrant-workers-protest-in-hyderabad-shared-as-gujarat-8028,Newspaper Clipping Shows BMC Appeal To Drink Boiled Water For  Next Seven Days,9-May-20,Boom Live ,2020,,
https://www.boomlive.in/india/fake-tweet-claims-amit-shah-admitted-to-suffering-from-bone-cancer-8024,Johns Hopkins has issued a list of precautions around coronavirus,9-May-20,Boom Live ,2020,Coronavirus,Covid 19
https://www.indiatoday.in//fact-check/story/fact-check-no-china-has-not-killed-75-indian-soldiers-in-ladakh-1682218-2020-05-26, Doctor from Sir Ganga Ram Hospital in Delhi has advised people to drink a lot of water and gargle with warm water mixed with salt or vinegar to kill coronavirus,9-May-20,India Today,2020,Coronavirus,Covid 19
https://thelogicalindian.com//fact-check/pakistan-ians-imran-khan-covid-19-flattening-curve-21001,The Logical Indian Fact check team investigates the claim that Pakistan PM Imran Khan said the COVID-19 curve was flattening after he read the graph upside down,9-May-20,Logical Indian,2020,Covid-19,Covid 19
https://www.boomlive.in/fake-news/false-migrant-labourers-travelling-in-special-train-wasted-food-8022,Video Shows Recent Close Encounter Between Pakistan Naval Ship (PNS182) With Indian Naval Ship (INS Talwar) Off Gujarat Coast,8-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/2013-photo-of-wb-chief-secretary-revived-with-covid-19-spin-8018,Image shows a police personnel being kicked by a youth in a Muslim dominated area in West Bengal,8-May-20,Boom Live ,2020,Muslim,Anti-Muslim
https://www.boomlive.in/fake-news/false-video-shows-air-india-flight-flouting-social-distancing-norms-8013,Image shows RSS members in mob during a riot,8-May-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-old-video-street-brawl-linked-eid-celebrations-1681802-2020-05-25, Passengers arguing with flight pursers for not maintaining social distancing in Air India flight,8-May-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/video-landslide-goes-viral-with-wrong-claim-1681795-2020-05-25, A deer was spotted on the sea beach near Chandrabhaga on Puri-Konark marine drive road during lockdown,8-May-20,India Today,2020,,
https://thelogicalindian.com//fact-check/aamir-khan-donate-rs-15000-sacks-one-kilo-20984,"The Logical Indian Fact check team investigates the claim that Aamir Khan donated Rs 15,000 to the poor in sacks of one kilo each",8-May-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/ians-publishes-satire-article-on-imran-khan-as-news-8007,Video From Indore Shows Notes Throw On The Road To Spread Coronavirus,7-May-20,Boom Live ,2020,Coronavirus,Covid 19
https://www.boomlive.in/fake-news/deepika-padukone-spotted-buying-alcohol-during-the-lockdown-not-quite-8003,Video shows Hindus are not allowed to receive relief material from a mosque during lockdown,7-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/fake-akash-ambani-twitter-account-crops-up-7995,Image shows suicide of a migrant family due to lockdown.,7-May-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/story/blot-clot-coronavirus-italian-doctors-who-1681512-2020-05-25," Crop circle that appeared recently shows the Microsoft logo in a coronavirus outline, hinting at a link between Bill Gates and the virus",7-May-20,India Today,2020,Coronavirus,Covid 19
https://www.indiatoday.in//fact-check/story/fact-check-video-of-woman-being-thrashed-brutally-goes-viral-with-communal-twist-1681475-2020-05-24, Fake notes seized from a temple in Gujarat during lockdown,7-May-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-no-chowkidar-chor-hai-slogans-were-not-raised-during-pm-s-bengal-visit-1681226-2020-05-23, Picture is of an eight-year-old boy infected with coronavirus,7-May-20,India Today,2020,Coronavirus,Covid 19
https://www.indiatoday.in//fact-check/story/fact-check-viral-video-of-mob-vandalising-vehicles-is-not-from-kanpur-1681214-2020-05-23, One should click on “http://Onlinefilingindia,7-May-20,India Today,2020,,
https://thelogicalindian.com//fact-check/department-of-telecom-india-free-internet-20975,"The Logical Indian Fact Check team investigates the claim that Department of telecom in India has made internet free till May 17, 2020",7-May-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/beer-liquor-bjp-women-saffron-20968,"According to the caption of viral posts, netizens claim that the woman drinking beer is a BJP leader",7-May-20,Logical Indian,2020,BJP,Politicians 
https://www.boomlive.in/fake-news/viral-message-warning-about-rise-in-crimes-post-lockdown-not-from-police-7986,Newspaper clipping shows Bihar Health Department found Coronavirus in poultry chicken,6-May-20,Boom Live ,2020,Coronavirus,Covid 19
https://www.boomlive.in/fake-news/2015-video-from-pakistan-falsely-linked-to-shaheen-bagh-lockdown-7987,Video claims a Muslim maid used to lace her employers food with urine and spittle,6-May-20,Boom Live ,2020,Muslim,Anti-Muslim
https://www.boomlive.in/fake-news/nashik-polices-celebration-of-couple-who-married-at-home-viral-as-mumbai-7979,Image shows map designed by an American CEO to praise Indian governments response to COVID-19.,6-May-20,Boom Live ,2020,Covid-19,Covid 19
https://www.boomlive.in/fake-news/imposter-abhijit-banerjee-on-fake-twitter-account-made-in-his-name-7978,Video Shows A Constable In Bihars Hajipur Jail Got Coronavirus,6-May-20,Boom Live ,2020,Coronavirus,Covid 19
https://www.boomlive.in/fake-news/is-thrombosis-the-leading-cause-of-covid-19-deaths-a-factcheck-7977,Post Claims Sri Lanka Government Released A Postal Stamp Honoring Kerala Chief Minister Pinarayi Vijayan.,6-May-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/video/fact-check-was-congress-rahul-gandhi-meeting-migrants-staged-photo-op-1681171-2020-05-23, Policeman seen lying on the roadside in a drunken state,6-May-20,India Today,2020,,
https://www.boomlive.in/fake-news/did-abhijit-banerjee-say-weak-upa-policies-adopted-by-the-government-7972,Video shows Muslim woman shouting at doctors in India,5-May-20,Boom Live ,2020,Muslim,Anti-Muslim
https://www.boomlive.in/fake-news/photo-of-chopper-showering-petals-on-migrant-workers-is-morphed-7971,Video claims Muslims are hoarding food being donated by the government,5-May-20,Boom Live ,2020,Muslim,Anti-Muslim
https://www.boomlive.in/fake-news/set-of-old-images-of-women-drinking-beer-revived-with-false-bjp-link-7970,Aadhaar enabled payments will not be available till April 14,5-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/facebook-post-calls-for-boycott-of-shah-rukh-khan-film-that-does-not-exist-7958,Image shows 93 years old Covid-19 survivor cried for not paying worth of natural air to God,5-May-20,Boom Live ,2020,Covid-19,Covid 19
https://www.indiatoday.in//fact-check/story/fact-check-one-year-old-videoclip-of-cyclone-fani-passed-off-as-cyclone-amphan-on-social-media-1680526-2020-05-21, White House is selling commemorative Covid-19 coins for $100,5-May-20,India Today,2020,Covid-19,Covid 19
https://www.indiatoday.in//fact-check/story/fact-check-social-distancing-flouted-in-hyderabad-for-eid-shopping-no-this-video-is-from-pakistan-1680502-2020-05-21, It is illegal to share PDFs of e-papers on WhatsApp,5-May-20,India Today,2020,,
https://thelogicalindian.com//fact-check/safoora-zargar-jamia-millia-islamia-unmarried-pregnant-20936,Safoora is a 27-year-old M,5-May-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/rashtriya-shikshit-berojgar-yojana-government-of-india-financial-aid-rs-50000-ration-card-20934,"The Logical Indian Fact Check investigates the claim that under the 'Rashtriya Shikshit Berojgar Yojana', Government of India will provide financial aid of Rs 50,000 to ration cardholders",5-May-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/who-dr-gauden-galea-meat-covid-19-coronavirus-vegetarian-20925,"A screenshot of the viral video clip is being shared with the claims that according to a WHO report, no vegetarian person in the world has been found to have coronavirus",5-May-20,Logical Indian,2020,Coronavirus,Covid 19
https://www.boomlive.in/fake-news/disturbing-street-play-video-revived-with-rss-spin-7950,"Image shows announcement by Ministry of Tourism on the closure of all restaurants, hotels and resorts till October 15.",4-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/this-too-has-not-been-said-by-me-ratan-tata-calls-out-fake-quote-7947,Post claims police has beaten up a Muslim youth for misbehaving with hospital staff in Ghaziabad,4-May-20,Boom Live ,2020,Muslim,Anti-Muslim
https://www.boomlive.in/fake-news/not-the-person-putting-money-in-wheat-flour-packets-aamir-khan-7943,Audio Clip Claims Muslim Vegetable Vendors In Surat Spreading Coronavirus,4-May-20,Boom Live ,2020,Coronavirus,Covid 19
https://thelogicalindian.com//fact-check/china-dollar-peg-stock-exchange-transactions-20913,The Logical Indian Fact check team investigates the claim that China has decided to cancel the Dollar peg in stock exchange transactions,4-May-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/aimim-waris-pathan-mosques-lockdown-20906,The Logical Indian Fact Check team investigates the claim that AIMIM leader Waris Pathan threatened cops to open mosques despite lockdown,4-May-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/rashtriya-sikhshit-berozgaar-yojna-a-phishing-scam-not-a-govt-scheme-7942,"Video Shows Kanipakam Ganesh Temple in Chittoor District, Andhra Pradesh, Is Being Used As A Quarantine Centre",3-May-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/unrelated-images-shared-as-rss-men-attacking-hindu-woman-for-making-sehri-7941,Ratan Tata Statement On Recovery of Indian Economy After Coronavirus,3-May-20,Boom Live ,2020,Coronavirus,Covid 19
https://www.boomlive.in/fake-news/image-showing-wb-governor-in-an-rss-uniform-is-morphed-7939,AAJTak has reported that Imran Khans wife has tested positive for coronavirus,3-May-20,Boom Live ,2020,Coronavirus,Covid 19
https://www.indiatoday.in//fact-check/story/fact-check-did-rahul-gandhi-stage-his-meeting-with-migrants-at-delhi-s-sukhdev-vihar-1680223-2020-05-21," Some 150 foreigners attended Sadhguru's event in March, which has led to over 1,000 corona cases in Tamil Nadu",3-May-20,India Today,2020,Coronavirus,Covid 19
